AlterSchätzung,DeutscherN,Heimisch
46,"Urweltmammutbaum, Chinesisches Rotholz",Andere
66,Rot-Buche,Heimisch
16,Stechpalme,Heimisch
14,Pfaffenhütchen (Spindelbaum,Heimisch
46,"Urweltmammutbaum, Chinesisches Rotholz",Andere
71,Bergahorn,Heimisch
31,Eibe,Heimisch
51,Eibe,Heimisch
51,Eisenbaum,Andere
41,Eisenbaum,Andere
41,Eisenbaum,Andere
56,"Urweltmammutbaum, Chinesisches Rotholz",Andere
36,Fichte,Heimisch
66,Silber-Ahorn,Andere
76,Rot-Buche,Heimisch
71,Scheinakazie,Andere
51,"Urweltmammutbaum, Chinesisches Rotholz",Andere
31,Großblättrige Sommerlinde,Heimisch
61,"Urweltmammutbaum, Chinesisches Rotholz",Andere
51,Amberbaum,Andere
41,Lebensbaum,Andere
46,Fichte,Heimisch
41,Japanische Nelken-Kirsche,Andere
31,Japanische Nelken-Kirsche,Andere
41,Japanische Nelken-Kirsche,Andere
26,Fichte,Heimisch
81,Feldahorn,Heimisch
36,Großblättrige Sommerlinde,Heimisch
71,Mammutbaum,Andere
21,Mammutbaum,Andere
26,Mammutbaum,Andere
71,"Urweltmammutbaum, Chinesisches Rotholz",Andere
51,Blut-Pflaume,Heimisch
36,Gemeine Esche,Heimisch
56,Gemeine Esche,Heimisch
66,Libanon-Zeder,Andere
21,Rot-Buche,Heimisch
71,Atlas-Zeder,Andere
16,Trompetenbaum,Andere
41,Trompetenbaum,Andere
61,Grüne Hängebuche,Heimisch
66,Grüne Hängebuche,Heimisch
76,Silber-Ahorn,Andere
71,Silber-Ahorn,Andere
9,"Ginkgobaum, Fächerblattbaum",Andere
46,Eisenbaum,Andere
56,"Hainbuche, Weißbuche",Heimisch
36,"Hainbuche, Weißbuche",Heimisch
11,Scheinzypresse,Andere
11,Scheinzypresse,Andere
26,Sandbirke,Heimisch
16,Sandbirke,Heimisch
16,Apfel,Heimisch
11,Apfel,Heimisch
16,Apfel,Heimisch
16,Fächer-Ahorn,Andere
16,Kupfer-Felsenbirne,Andere
66,"Urweltmammutbaum, Chinesisches Rotholz",Andere
101,Silber-Ahorn,Andere
56,Tulpenbaum,Andere
56,Grüne Hängebuche,Heimisch
91,Silber-Ahorn,Andere
16,Stechpalme,Heimisch
101,Ahorn,Heimisch
46,Amberbaum,Andere
46,Amberbaum,Andere
26,Kupfer-Felsenbirne,Andere
51,Atlas-Zeder,Andere
66,"Hainbuche, Weißbuche",Heimisch
16,Kupfer-Felsenbirne,Andere
51,Eisenbaum,Andere
16,Stechpalme,Heimisch
81,"Sommer-Eiche, Stieleiche",Heimisch
36,Fichte,Heimisch
21,Fichte,Heimisch
26,Fichte,Heimisch
21,Ahorn,Heimisch
26,Hasel,Heimisch
21,Gemeine Esche,Heimisch
46,Eiche,Heimisch
36,Gemeiner Goldregen,Andere
36,Kupfer-Felsenbirne,Andere
51,Eisenbaum,Andere
11,Stechpalme,Heimisch
21,Eiche,Heimisch
16,Eiche,Heimisch
41,Feldahorn,Heimisch
71,"Sommer-Eiche, Stieleiche",Heimisch
46,"Winter-Eiche, Trauben-Eiche",Heimisch
56,"Winter-Eiche, Trauben-Eiche",Heimisch
46,Feldahorn,Heimisch
46,"Hainbuche, Weißbuche",Heimisch
61,"Hainbuche, Weißbuche",Heimisch
41,Amberbaum,Andere
26,Kupfer-Felsenbirne,Andere
16,Eiche,Heimisch
96,Gemeine Esche,Heimisch
16,Schwarznuß,Andere
101,Kanadische Holz-Pappel,Andere
41,Eibe,Heimisch
36,Amberbaum,Andere
61,Bergahorn,Heimisch
56,Roßkastanie,Heimisch
11,Eibe,Heimisch
41,Eibe,Heimisch
41,Eibe,Heimisch
46,Eibe,Heimisch
66,Großblättrige Sommerlinde,Heimisch
9,Stechpalme,Heimisch
36,Feldahorn,Heimisch
36,"Hainbuche, Weißbuche",Heimisch
16,Stechpalme,Heimisch
61,"Sommer-Eiche, Stieleiche",Heimisch
11,Stechpalme,Heimisch
26,Eibe,Heimisch
16,Stechpalme,Heimisch
26,Mammutbaum,Andere
21,"Winter-Eiche, Trauben-Eiche",Heimisch
71,Tulpenbaum,Andere
66,Rot-Buche,Heimisch
66,Rot-Buche,Heimisch
41,"Crataegus, Dorn",Heimisch
16,Kanadische Hemlocktanne,Andere
56,Großblättrige Sommerlinde,Heimisch
66,Großblättrige Sommerlinde,Heimisch
21,Eibe,Heimisch
21,Blut-Pflaume,Heimisch
26,"Gemeiner Judasbaum, Herzbaum",Andere
21,Eibe,Heimisch
66,Tulpenbaum,Andere
66,"Hainbuche, Weißbuche",Heimisch
111,Rot-Buche,Heimisch
61,Feldahorn,Heimisch
26,Eibe,Heimisch
16,Eibe,Heimisch
51,Bergahorn,Heimisch
26,Eibe,Heimisch
16,Eibe,Heimisch
51,"Hainbuche, Weißbuche",Heimisch
9,Kupfer-Felsenbirne,Andere
16,Eibe,Heimisch
11,Eibe,Heimisch
56,Großblättrige Sommerlinde,Heimisch
46,Tulpenbaum,Andere
41,Baumhasel,Andere
66,Bergahorn,Heimisch
26,"Säulenpappel, Pyramidenpappel",Heimisch
16,"Säulenpappel, Pyramidenpappel",Heimisch
111,Kanadische Holz-Pappel,Andere
31,Eibe,Heimisch
21,Eisenbaum,Andere
21,Eisenbaum,Andere
21,Eisenbaum,Andere
21,Eibe,Heimisch
31,Eibe,Heimisch
26,Sandbirke,Heimisch
41,Schwarzkiefer,Andere
36,Sandbirke,Heimisch
31,Sandbirke,Heimisch
71,Ahorn,Heimisch
41,Sandbirke,Heimisch
101,"Säulenpappel, Pyramidenpappel",Heimisch
16,"Säulenpappel, Pyramidenpappel",Heimisch
16,Kastanie,Heimisch
16,Kastanie,Heimisch
16,Kastanie,Heimisch
56,Gemeine Esche,Heimisch
61,Scheinakazie,Andere
46,Großblättrige Sommerlinde,Heimisch
66,"Hainbuche, Weißbuche",Heimisch
36,Apfel,Heimisch
31,"Säulenpappel, Pyramidenpappel",Heimisch
16,Pfaffenhütchen (Spindelbaum,Heimisch
36,Sandbirke,Heimisch
36,Sandbirke,Heimisch
16,Blauglockenbaum,Andere
66,Atlas-Zeder,Andere
26,Sandbirke,Heimisch
66,Scheinakazie,Andere
31,Sandbirke,Heimisch
66,Atlas-Zeder,Andere
26,"Crataegus, Dorn",Heimisch
26,"Crataegus, Dorn",Heimisch
26,"Crataegus, Dorn",Heimisch
21,Kirsche,Heimisch
26,"Echter Korkbaum, Amur-Korkbaum",Andere
41,Kastanie,Heimisch
41,Kastanie,Heimisch
61,Silber-Ahorn,Andere
56,"Hainbuche, Weißbuche",Heimisch
31,Amerikanische Rot-Eiche,Andere
36,Sandbirke,Heimisch
10,Stechpalme,Heimisch
26,Kirsche,Heimisch
21,Kirsche,Heimisch
21,Hopfenbuche,Andere
66,"Hainbuche, Weißbuche",Heimisch
61,Flügelnuß,Heimisch
61,Silber-Ahorn,Andere
13,Stechpalme,Heimisch
36,"Hainbuche, Weißbuche",Heimisch
46,Großblättrige Sommerlinde,Heimisch
36,"Hainbuche, Weißbuche",Heimisch
31,Rot-Buche,Heimisch
66,"Sommer-Eiche, Stieleiche",Heimisch
36,Großblättrige Sommerlinde,Heimisch
71,"Sommer-Eiche, Stieleiche",Heimisch
71,"Sommer-Eiche, Stieleiche",Heimisch
26,Weide,Heimisch
56,"Hainbuche, Weißbuche",Heimisch
26,"Sommer-Eiche, Stieleiche",Heimisch
36,Fächer-Ahorn,Andere
36,"Ginkgobaum, Fächerblattbaum",Andere
66,Kirsche,Heimisch
81,Großblättrige Sommerlinde,Heimisch
41,Fächer-Ahorn,Andere
41,Fächer-Ahorn,Andere
36,Ahorn,Heimisch
36,Amberbaum,Andere
46,Eisenbaum,Andere
16,Gemeine Esche,Heimisch
41,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
41,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
9,Silber-Ahorn,Andere
71,Spitzahorn,Heimisch
41,Mehlbeere,Heimisch
66,Silber-Ahorn,Andere
41,"Hainbuche, Weißbuche",Heimisch
36,Eibe,Heimisch
36,Eibe,Heimisch
46,Rot-Buche,Heimisch
66,Silber-Ahorn,Andere
41,Rot-Buche,Heimisch
31,Sandbirke,Heimisch
51,Silber-Ahorn,Andere
41,Rot-Buche,Heimisch
41,Rot-Buche,Heimisch
46,Rot-Buche,Heimisch
16,Roter Holunder,Heimisch
36,Mehlbeere,Heimisch
36,"Hainbuche, Weißbuche",Heimisch
16,Weißdorn,Heimisch
21,Eibe,Heimisch
81,Silber-Ahorn,Andere
46,Feldahorn,Heimisch
9,Säulen-Ulme,Heimisch
46,Feldahorn,Heimisch
21,Eibe,Heimisch
46,Kirsche,Heimisch
46,Feldahorn,Heimisch
21,Feldahorn,Heimisch
26,Feldahorn,Heimisch
26,Großblättrige Sommerlinde,Heimisch
21,"Hainbuche, Weißbuche",Heimisch
26,"Hainbuche, Weißbuche",Heimisch
31,Spitzahorn,Heimisch
16,"Hainbuche, Weißbuche",Heimisch
46,Feldahorn,Heimisch
56,Silber-Ahorn,Andere
21,"Hainbuche, Weißbuche",Heimisch
16,"Hainbuche, Weißbuche",Heimisch
41,Silber-Ahorn,Andere
26,"Hainbuche, Weißbuche",Heimisch
41,Rot-Buche,Heimisch
36,Rot-Buche,Heimisch
21,"Hainbuche, Weißbuche",Heimisch
21,"Hainbuche, Weißbuche",Heimisch
21,"Hainbuche, Weißbuche",Heimisch
21,"Hainbuche, Weißbuche",Heimisch
26,Winterlinde,Heimisch
41,Silber-Ahorn,Andere
16,Eibe,Heimisch
16,Eibe,Heimisch
46,Silber-Ahorn,Andere
111,Kanadische Holz-Pappel,Andere
31,Feldahorn,Heimisch
31,"Hainbuche, Weißbuche",Heimisch
26,"Hainbuche, Weißbuche",Heimisch
31,Weißdorn,Heimisch
16,Eibe,Heimisch
16,Eibe,Heimisch
31,"Hainbuche, Weißbuche",Heimisch
36,Feldahorn,Heimisch
36,"Hainbuche, Weißbuche",Heimisch
66,"Sommer-Eiche, Stieleiche",Heimisch
51,"Urweltmammutbaum, Chinesisches Rotholz",Andere
56,Pyramiden-Hainbuche,Heimisch
26,"Hainbuche, Weißbuche",Heimisch
41,Pyramiden-Hainbuche,Heimisch
31,Weißdorn,Heimisch
41,Pyramiden-Hainbuche,Heimisch
36,Großblättrige Sommerlinde,Heimisch
36,Großblättrige Sommerlinde,Heimisch
21,Feldahorn,Heimisch
46,Pyramiden-Hainbuche,Heimisch
36,Großblättrige Sommerlinde,Heimisch
36,Eiche,Heimisch
46,Feldahorn,Heimisch
46,Pyramiden-Hainbuche,Heimisch
31,Feldahorn,Heimisch
31,Feldahorn,Heimisch
36,Feldahorn,Heimisch
46,Spitzahorn,Heimisch
36,Spitzahorn,Heimisch
41,Feldahorn,Heimisch
26,Feldahorn,Heimisch
31,Rot-Buche,Heimisch
15,Scheinakazie,Andere
45,Scheinakazie,Andere
35,Spitzahorn,Heimisch
50,Silber-Ahorn,Andere
15,Rot-Buche,Heimisch
45,Kirsche,Heimisch
15,Feldahorn,Heimisch
20,Feldahorn,Heimisch
25,Kirsche,Heimisch
5,Spitzahorn,Heimisch
5,Spitzahorn,Heimisch
5,Spitzahorn,Heimisch
5,Spitzahorn,Heimisch
5,Spitzahorn,Heimisch
40,"Hainbuche, Weißbuche",Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
70,"Hainbuche, Weißbuche",Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
20,Linde,Heimisch
20,Bergahorn,Heimisch
20,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
30,Bergahorn,Heimisch
10,Platane,Heimisch
20,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
10,Sandbirke,Heimisch
15,Spitzahorn,Heimisch
25,Platane,Heimisch
30,Platane,Heimisch
45,Platane,Heimisch
40,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
15,Rot-Buche,Heimisch
35,Sandbirke,Heimisch
40,"Hainbuche, Weißbuche",Heimisch
45,Gewöhnliche Eberesche,Heimisch
75,"Hainbuche, Weißbuche",Heimisch
45,"Hainbuche, Weißbuche",Heimisch
50,Roßkastanie,Heimisch
105,Eibe,Heimisch
80,Eibe,Heimisch
15,Eiche,Heimisch
25,Apfel,Heimisch
40,Kirsche,Heimisch
20,"Hainbuche, Weißbuche",Heimisch
25,Feldahorn,Heimisch
20,Apfel,Heimisch
35,Feldahorn,Heimisch
25,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
20,"Crataegus, Dorn",Heimisch
10,Spitzahorn,Heimisch
60,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
50,Gemeine Esche,Heimisch
30,"Hainbuche, Weißbuche",Heimisch
25,Gewöhnliche Eberesche,Heimisch
30,Kirsche,Heimisch
25,"Hainbuche, Weißbuche",Heimisch
15,"Crataegus, Dorn",Heimisch
35,Kirsche,Heimisch
40,"Hainbuche, Weißbuche",Heimisch
35,Linde,Heimisch
15,Linde,Heimisch
35,Platane,Heimisch
35,Linde,Heimisch
45,Linde,Heimisch
45,Platane,Heimisch
55,Kirsche,Heimisch
15,Rot-Buche,Heimisch
55,"Hainbuche, Weißbuche",Heimisch
90,Bergahorn,Heimisch
25,Mehlbeere,Heimisch
20,Bergahorn,Heimisch
30,Bergahorn,Heimisch
40,Bergahorn,Heimisch
40,Bergahorn,Heimisch
50,Platane,Heimisch
25,Platane,Heimisch
25,Mehlbeere,Heimisch
25,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
25,Sandbirke,Heimisch
45,Kirsche,Heimisch
25,Winterlinde,Heimisch
35,Sandbirke,Heimisch
30,Winterlinde,Heimisch
35,Winterlinde,Heimisch
30,Winterlinde,Heimisch
30,Winterlinde,Heimisch
25,Winterlinde,Heimisch
15,Gewöhnliche Eberesche,Heimisch
15,Gewöhnliche Eberesche,Heimisch
70,Platane,Heimisch
45,Scheinakazie,Andere
45,Scheinakazie,Andere
40,Scheinakazie,Andere
30,Platane,Heimisch
35,Platane,Heimisch
50,Silber-Ahorn,Andere
30,Platane,Heimisch
15,Linde,Heimisch
15,Linde,Heimisch
35,Linde,Heimisch
15,Linde,Heimisch
65,"Sommer-Eiche, Stieleiche",Heimisch
35,Platane,Heimisch
10,Linde,Heimisch
10,Linde,Heimisch
10,Gewöhnliche Eberesche,Heimisch
10,Gewöhnliche Eberesche,Heimisch
40,Silber-Ahorn,Andere
50,Silber-Ahorn,Andere
35,Silber-Ahorn,Andere
35,Spitzahorn,Heimisch
45,Silber-Ahorn,Andere
45,Silber-Ahorn,Andere
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
25,Silber-Ahorn,Andere
5,Mehlbeere,Heimisch
45,Silber-Ahorn,Andere
35,Platane,Heimisch
45,Trauben-Kirsche,Heimisch
25,Bergahorn,Heimisch
25,Bergahorn,Heimisch
30,Sandbirke,Heimisch
70,Platane,Heimisch
35,Silber-Ahorn,Andere
20,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
70,Platane,Heimisch
25,Apfel,Heimisch
5,Bergahorn,Heimisch
50,Silber-Ahorn,Andere
70,Bergahorn,Heimisch
50,Bergahorn,Heimisch
55,"Hainbuche, Weißbuche",Heimisch
70,Bergahorn,Heimisch
50,Scheinakazie,Andere
40,Bergahorn,Heimisch
50,Platane,Heimisch
75,Bergahorn,Heimisch
65,Spitzahorn,Heimisch
40,Ahorn,Heimisch
50,Ahorn,Heimisch
50,Ahorn,Heimisch
40,Ahorn,Heimisch
40,Ahorn,Heimisch
25,Rot-Buche,Heimisch
20,Rot-Buche,Heimisch
50,Eibe,Heimisch
25,Rot-Buche,Heimisch
20,Rot-Buche,Heimisch
40,Ahorn,Heimisch
60,"Sommer-Eiche, Stieleiche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
90,"Sommer-Eiche, Stieleiche",Heimisch
55,Rot-Buche,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
70,"Sommer-Eiche, Stieleiche",Heimisch
80,"Sommer-Eiche, Stieleiche",Heimisch
95,"Sommer-Eiche, Stieleiche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
55,Spitzahorn,Heimisch
90,"Sommer-Eiche, Stieleiche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
80,"Sommer-Eiche, Stieleiche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
65,"Sommer-Eiche, Stieleiche",Heimisch
55,Rot-Buche,Heimisch
50,"Sommer-Eiche, Stieleiche",Heimisch
80,"Sommer-Eiche, Stieleiche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
80,"Sommer-Eiche, Stieleiche",Heimisch
40,Rot-Buche,Heimisch
30,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
30,Spitzahorn,Heimisch
15,Platane,Heimisch
20,Platane,Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
80,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
50,Rot-Buche,Heimisch
60,"Hainbuche, Weißbuche",Heimisch
55,"Sommer-Eiche, Stieleiche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
50,Rot-Buche,Heimisch
55,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
55,Rot-Buche,Heimisch
65,Rot-Buche,Heimisch
50,Bergahorn,Heimisch
80,Bergahorn,Heimisch
75,"Hainbuche, Weißbuche",Heimisch
90,"Hainbuche, Weißbuche",Heimisch
90,"Hainbuche, Weißbuche",Heimisch
95,Gemeine Esche,Heimisch
45,"Hainbuche, Weißbuche",Heimisch
45,"Hainbuche, Weißbuche",Heimisch
55,Rot-Buche,Heimisch
80,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
60,Spitzahorn,Heimisch
65,"Hainbuche, Weißbuche",Heimisch
80,"Hainbuche, Weißbuche",Heimisch
80,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
90,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
40,Rot-Buche,Heimisch
65,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
75,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
45,"Hainbuche, Weißbuche",Heimisch
70,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
50,"Sommer-Eiche, Stieleiche",Heimisch
80,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
85,"Hainbuche, Weißbuche",Heimisch
85,"Sommer-Eiche, Stieleiche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
95,"Hainbuche, Weißbuche",Heimisch
85,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
85,"Hainbuche, Weißbuche",Heimisch
55,"Hainbuche, Weißbuche",Heimisch
65,Rot-Buche,Heimisch
65,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
60,Rot-Buche,Heimisch
75,Rot-Buche,Heimisch
55,Rot-Buche,Heimisch
60,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
45,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
65,"Hainbuche, Weißbuche",Heimisch
60,"Hainbuche, Weißbuche",Heimisch
30,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
30,Feldahorn,Heimisch
55,Spitzahorn,Heimisch
50,Platane,Heimisch
35,Spitzahorn,Heimisch
35,"Crataegus, Dorn",Heimisch
5,Baumhasel,Andere
5,Baumhasel,Andere
5,Baumhasel,Andere
5,Baumhasel,Andere
45,Kirsche,Heimisch
35,Scheinakazie,Andere
35,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Baumhasel,Andere
25,Scheinakazie,Andere
50,Scheinakazie,Andere
25,Scheinakazie,Andere
35,Scheinakazie,Andere
10,Weißdorn,Heimisch
40,Spitzahorn,Heimisch
40,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
20,"Purpur-Kastanie, Blut-Kastanie",Heimisch
5,"Purpur-Kastanie, Blut-Kastanie",Heimisch
15,"Purpur-Kastanie, Blut-Kastanie",Heimisch
15,"Purpur-Kastanie, Blut-Kastanie",Heimisch
15,"Purpur-Kastanie, Blut-Kastanie",Heimisch
15,"Purpur-Kastanie, Blut-Kastanie",Heimisch
20,"Purpur-Kastanie, Blut-Kastanie",Heimisch
20,"Purpur-Kastanie, Blut-Kastanie",Heimisch
20,"Purpur-Kastanie, Blut-Kastanie",Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
10,Birne,Heimisch
10,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
30,Bergahorn,Heimisch
55,Bergahorn,Heimisch
40,"Crataegus, Dorn",Heimisch
45,Bergahorn,Heimisch
30,Bergahorn,Heimisch
25,Weißdorn,Heimisch
45,Bergahorn,Heimisch
25,Winterlinde,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
15,Silber-Ahorn,Andere
20,Gewöhnliche Eberesche,Heimisch
65,Eibe,Heimisch
95,Eibe,Heimisch
125,Eibe,Heimisch
65,Eibe,Heimisch
80,Eibe,Heimisch
75,Eibe,Heimisch
90,Eibe,Heimisch
90,Eibe,Heimisch
80,Eibe,Heimisch
90,Eibe,Heimisch
90,Eibe,Heimisch
95,Eibe,Heimisch
25,Platane,Heimisch
55,"Hainbuche, Weißbuche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
30,Platane,Heimisch
10,Kugelrobinie,Andere
5,Kugelrobinie,Andere
40,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
25,Platane,Heimisch
20,Platane,Heimisch
30,"Hainbuche, Weißbuche",Heimisch
30,Kugelrobinie,Andere
25,Kugelrobinie,Andere
25,Kugelrobinie,Andere
40,Feldahorn,Heimisch
40,Feldahorn,Heimisch
60,Scheinakazie,Andere
30,Scheinakazie,Andere
20,Scheinakazie,Andere
60,"Hainbuche, Weißbuche",Heimisch
65,Silber-Ahorn,Andere
60,Feldahorn,Heimisch
45,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
20,"Sommer-Eiche, Stieleiche",Heimisch
45,Feldahorn,Heimisch
30,Feldahorn,Heimisch
35,Scheinakazie,Andere
30,Feldahorn,Heimisch
35,Feldahorn,Heimisch
30,Scheinakazie,Andere
35,Götterbaum,Andere
30,Feldahorn,Heimisch
15,Feldahorn,Heimisch
45,Scheinakazie,Andere
20,Scheinakazie,Andere
50,Gemeine Esche,Heimisch
35,Götterbaum,Andere
30,Götterbaum,Andere
30,Götterbaum,Andere
40,Götterbaum,Andere
30,Götterbaum,Andere
35,Gemeine Esche,Heimisch
35,Platane,Heimisch
20,"Ginkgobaum, Fächerblattbaum",Andere
35,Birke,Heimisch
10,"Holzbirne, Gemeine Birne",Heimisch
10,"Holzbirne, Gemeine Birne",Heimisch
35,Platane,Heimisch
35,Platane,Heimisch
25,Rot-Buche,Heimisch
35,Platane,Heimisch
45,Schwedische Mehlbeere,Andere
70,Bergahorn,Heimisch
25,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
50,"Sommer-Eiche, Stieleiche",Heimisch
45,Roßkastanie,Heimisch
40,Roßkastanie,Heimisch
40,Roßkastanie,Heimisch
20,Platane,Heimisch
15,Sandbirke,Heimisch
10,Sandbirke,Heimisch
10,Sandbirke,Heimisch
10,Sandbirke,Heimisch
5,Sandbirke,Heimisch
10,Sandbirke,Heimisch
15,Sandbirke,Heimisch
15,Amberbaum,Andere
20,Amerikanische Rot-Eiche,Andere
35,Kirsche,Heimisch
35,Kirsche,Heimisch
25,Bergahorn,Heimisch
5,Bergahorn,Heimisch
40,Silber-Ahorn,Andere
50,Amerikanische Rot-Eiche,Andere
50,Linde,Heimisch
40,Winterlinde,Heimisch
30,Schwarzkiefer,Andere
15,Kirsche,Heimisch
20,Schwarzkiefer,Andere
25,Schwarzkiefer,Andere
25,Weide,Heimisch
25,Sandbirke,Heimisch
25,Sandbirke,Heimisch
20,Sandbirke,Heimisch
40,Trompetenbaum,Andere
25,Kirsche,Heimisch
25,Kirsche,Heimisch
25,Kirsche,Heimisch
20,Weide,Heimisch
35,Feldahorn,Heimisch
30,Eschen-Ahorn,Andere
40,Spitzahorn,Heimisch
40,Spitzahorn,Heimisch
40,Spitzahorn,Heimisch
10,Gewöhnliche Eberesche,Heimisch
10,Gewöhnliche Eberesche,Heimisch
20,Silberlinde,Andere
40,Silberlinde,Andere
45,Silberlinde,Andere
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
15,Platane,Heimisch
20,Winterlinde,Heimisch
20,Scheinakazie,Andere
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
25,Götterbaum,Andere
25,Ahorn,Heimisch
30,Linde,Heimisch
25,Linde,Heimisch
35,Linde,Heimisch
25,Linde,Heimisch
